orcid_origin,pmid,doi,article_qnr,all_authors_qnr
0000-0002-4225-7942,nan,10.2174/157488809787169066,Q37370542,"['Q40159547', 'Q70859936', 'Q83197658', 'Q83197660']"
0000-0002-4225-7942,nan,10.3109/15419060109080740,Q40725251,['Q70859936']
0000-0001-7056-4942,nan,10.1017/S0003598X00096009,Q56428624,
0000-0002-3591-1942,nan,10.1080/03009734.2018.1439551,Q55365878,"['Q57828878', 'Q61100684', 'Q84182927', 'Q84182924']"
0000-0001-8190-9942,nan,10.2147/JMDH.S198964,Q93026157,['Q93026152']
0000-0003-0251-2942,nan,10.1016/B978-0-12-417104-6.00011-X,Q58310382,['Q56420332']
0000-0003-0251-2942,nan,10.1071/FP15216,Q96112166,
0000-0003-0251-2942,nan,10.1071/FP15216,Q96112166,
0000-0003-0251-2942,nan,10.1071/FP11148,Q96114745,
0000-0003-0251-2942,nan,10.1016/B978-0-12-417104-6.00011-X,Q58310382,['Q56420332']
0000-0003-0251-2942,nan,10.1071/FP12206,Q96115502,
0000-0003-0251-2942,nan,10.1071/FP15087,Q96113789,
0000-0003-0251-2942,nan,10.1038/NPLANTS.2016.112,Q36285987,"['Q7285945', 'Q18686184', 'Q30519290', 'Q39885445', 'Q42821713', 'Q46200994', 'Q48355099', 'Q54993895', 'Q56420331', 'Q56420332', 'Q61203356', 'Q61831148']"
0000-0003-0251-2942,nan,10.1071/FP16078,Q96113004,
0000-0002-7055-7942,nan,10.1016/S0341-8162(03)00084-5,Q57944455,
0000-0002-7055-7942,nan,10.1080/11263504.2015.1037814,Q60339689,
0000-0001-5289-2942,nan,10.1111/1467-9566.12239,Q36402643,['Q59002249']
0000-0003-2170-5942,nan,10.1177/0961203318804889,Q57467570,"['Q61316599', 'Q87733450']"
0000-0002-1535-5942,nan,10.1155/2012/304135,Q34500938,
0000-0002-2497-2942,23407955.0,10.1523/JNEUROSCI.4149-12.2013,Q34327746,"['Q30504041', 'Q42051596', 'Q59549332']"
0000-0002-2497-2942,nan,10.1523/JNEUROSCI.4149-12.2013,Q34327746,"['Q30504041', 'Q42051596', 'Q59549332']"
0000-0002-2497-2942,nan,10.1523/JNEUROSCI.4493-05.2006,Q46890616,['Q42051596']
0000-0003-4815-8942,nan,10.1080/00076791.2015.1016300,Q58348998,
0000-0002-8805-2942,nan,10.1080/10428190701457923,Q58376545,"['Q40255771', 'Q49561823', 'Q58881114', 'Q59187712']"
0000-0002-8805-2942,19124816.0,10.7326/0003-4819-150-1-200901060-00005,Q28305864,
0000-0002-8805-2942,2877328.0,10.1016/S0140-6736(86)92197-5,Q45840056,['Q40255771']
0000-0002-8805-2942,nan,10.1159/000346353,Q44500986,"['Q42425494', 'Q50968485']"
0000-0002-8805-2942,nan,10.1007/BF00427600,Q58376577,['Q40255771']
0000-0002-8805-2942,nan,10.1159/000117650,Q58376580,['Q40255771']
0000-0002-8805-2942,nan,10.1155/2011/234018,Q35912124,"['Q40255771', 'Q59187712']"
0000-0002-8805-2942,nan,10.1016/S0393-0440(02)00147-X,Q58376552,
0000-0002-8805-2942,nan,10.1016/S0168-8278(02)00276-3,Q58376553,['Q40255771']
0000-0002-8805-2942,nan,10.1016/0192-0561(88)90081-1,Q58376563,['Q40255771']
0000-0002-8805-2942,nan,10.1155/2011/234018,Q35912124,"['Q40255771', 'Q59187712']"
0000-0002-8805-2942,nan,10.1080/10428190600555868,Q58376547,['Q40255771']
0000-0002-8805-2942,nan,10.1016/0192-0561(83)90006-1,Q58376575,['Q40255771']
0000-0002-8805-2942,nan,10.1017/S1041610211002353,Q46015317,"['Q42425494', 'Q42783431', 'Q50968485']"
0000-0002-8805-2942,nan,10.1016/0192-0561(85)90121-3,Q58376573,['Q40255771']
0000-0002-8805-2942,nan,10.1183/09031936.00187811,Q50958356,"['Q40255771', 'Q41117511', 'Q58350209', 'Q59187712']"
0000-0002-8805-2942,3262099.0,10.1016/0198-8859(88)90038-9,Q58292964,"['Q40255771', 'Q47006584', 'Q56447702']"
0000-0002-8805-2942,nan,10.1016/0192-0561(85)90117-1,Q58376571,['Q40255771']
0000-0002-8805-2942,nan,10.1186/1546-0096-13-S1-P119,Q55001856,"['Q37831612', 'Q40255771']"
0000-0002-6795-6942,nan,10.7860/JCDR/2014/9228.4653,Q34310834,
0000-0002-6795-6942,nan,10.7860/JCDR/2014/9139.4585,Q35236123,
0000-0002-6795-6942,nan,10.4103/0970-9290.138333,Q57222961,
0000-0002-2271-5942,nan,10.1016/S0140-6736(83)90286-6,Q72706478,['Q63373438']
0000-0002-2271-5942,nan,10.1177/026765919701200609,Q54151297,"['Q63373438', 'Q67970451']"
0000-0002-2271-5942,nan,10.1159/000016272,Q74453776,
0000-0002-2271-5942,nan,10.1159/000016272,Q74455703,
0000-0002-2271-5942,nan,10.1155/S0962935193000481,Q36627121,['Q63373438']
0000-0002-2271-5942,nan,10.1159/000159040,Q72341578,"['Q56085649', 'Q63373438']"
0000-0002-2271-5942,nan,10.1007/BF01972341,Q41581363,['Q63373438']
0000-0002-2271-5942,nan,10.1016/S1094-5539(02)00183-9,Q44442829,['Q63373438']
0000-0002-2271-5942,nan,10.1158/1078-0432.CCR-05-0724,Q45067761,
0000-0002-2271-5942,nan,10.1183/09031936.00119307,Q42525918,['Q63213673']
0000-0002-2271-5942,nan,10.1007/BF01966763,Q46803385,
0000-0002-2271-5942,nan,10.1159/000339697,Q39285578,"['Q42720927', 'Q63373438']"
0000-0002-2271-5942,nan,10.1007/BF02536499,Q41941263,['Q63373438']
0000-0002-2271-5942,nan,10.1016/0165-6147(93)90130-C,Q40713485,
0000-0002-2271-5942,nan,10.1097/00003246-199910000-00003,Q73148705,['Q63373438']
0000-0002-2271-5942,nan,10.1007/BF01997622,Q68381287,['Q63373438']
0000-0002-2271-5942,nan,10.1016/0031-6989(86)90049-4,Q70310482,['Q63373438']
0000-0002-2271-5942,nan,10.1183/09031936.00053506,Q36722719,
0000-0002-2271-5942,nan,10.1016/0006-2952(94)00532-Q,Q71840127,['Q63373438']
0000-0002-2271-5942,nan,10.1007/BF01966829,Q53917178,
0000-0002-2271-5942,nan,10.1183/09031936.00008109,Q39686023,['Q63213673']
0000-0002-2271-5942,nan,10.1016/S0014-2999(97)01101-1,Q73704650,['Q63373438']
0000-0002-2271-5942,nan,10.2174/138945006776818700,Q36486098,['Q63373438']
0000-0002-2271-5942,nan,10.1183/09031936.04.00067404,Q47919000,
0000-0002-2271-5942,nan,10.1186/1465-9921-15-55,Q33613763,"['Q61210892', 'Q63373438']"
0000-0002-2271-5942,nan,10.1016/S0014-2999(01)01133-5,Q43685856,
0000-0002-2271-5942,nan,10.1002/1097-4598(200012)23:12<1847::AID-MUS8>3.0.CO;2-U,Q73259792,"['Q60683395', 'Q63373438']"
0000-0002-2271-5942,nan,10.1139/Y07-065,Q62038533,"['Q37370888', 'Q42571193', 'Q63373438', 'Q68267862']"
0000-0002-2271-5942,nan,10.1158/1078-0432.CCR-04-1789,Q40448879,"['Q37370888', 'Q42571193', 'Q60683395', 'Q63373438']"
0000-0002-2271-5942,nan,10.1016/0007-1226(95)90144-2,Q72205237,['Q63373438']
0000-0002-2271-5942,nan,10.1016/S0007-1226(96)90051-X,Q71397548,"['Q54997366', 'Q63373438']"
0000-0002-2271-5942,nan,10.1071/RD9900417,Q37782738,
0000-0002-2271-5942,nan,10.1016/S0165-6147(02)02101-6,Q51701735,['Q62515217']
0000-0002-2271-5942,nan,10.1183/09031936.00112606,Q36807115,"['Q37382243', 'Q41410957', 'Q57324664']"
0000-0002-2271-5942,nan,10.1016/S0167-4889(01)00102-1,Q43628523,['Q63373438']
0000-0002-2271-5942,nan,10.1016/S0007-1226(98)80016-7,Q40851298,['Q63373438']
0000-0001-7486-4942,nan,10.1155/2008/695432,Q36528643,['Q58252822']
0000-0001-7486-4942,nan,10.1128/IAI.73.9.5842-5852.2005,Q34033949,"['Q56557482', 'Q57014676']"
0000-0001-7486-4942,nan,10.1128/IAI.71.11.6562-6572.2003,Q36376320,"['Q56557482', 'Q57014676', 'Q58252822']"
0000-0001-7486-4942,nan,10.1186/1297-9716-43-59,Q36415941,
0000-0001-7486-4942,nan,10.1155/2008/695432,Q36528643,['Q58252822']
0000-0001-7486-4942,nan,10.1186/1756-3305-4-150,Q35427832,['Q58252822']
0000-0001-7486-4942,nan,10.1517/14712598.4.9.1505,Q35873792,"['Q56557482', 'Q57014676', 'Q58252822']"
0000-0001-7486-4942,nan,10.1186/1297-9716-42-39,Q34639315,"['Q56515777', 'Q56557482', 'Q60738548']"
0000-0001-7486-4942,nan,10.1186/1756-3305-4-150,Q35427832,['Q58252822']
0000-0001-7486-4942,15335317.0,10.1517/14712598.4.9.1505,Q35873792,"['Q56557482', 'Q57014676', 'Q58252822']"
0000-0001-7486-4942,nan,10.1186/1297-9716-42-39,Q34639315,"['Q56515777', 'Q56557482', 'Q60738548']"
0000-0001-7486-4942,22876751.0,10.1186/1297-9716-43-59,Q36415941,
0000-0001-7486-4942,16113303.0,10.1128/IAI.73.9.5842-5852.2005,Q34033949,"['Q56557482', 'Q57014676']"
0000-0001-7486-4942,nan,10.1128/AEM.05604-11,Q39665798,
0000-0002-7582-5942,nan,10.1155/2019/7305028,Q64259474,"['Q48410873', 'Q92218781', 'Q92428756']"
0000-0002-2512-3942,nan,10.1016/S0304-3835(99)00447-4,Q73693913,['Q63647398']
0000-0002-2512-3942,nan,10.1186/1476-4598-13-35,Q37609283,['Q63647398']
0000-0002-2512-3942,nan,10.1080/15548627.2016.1147886,Q57082583,
0000-0002-2512-3942,nan,10.1186/1471-2164-14-51,Q34561185,"['Q35939046', 'Q40548428', 'Q42397588', 'Q63647398']"
0000-0002-2512-3942,nan,10.1016/S1470-2045(15)00048-0,Q41152266,"['Q40548428', 'Q51196796', 'Q63647398']"
0000-0002-2512-3942,nan,10.1158/0008-5472.CAN-08-2886,Q39893180,
0000-0002-2512-3942,nan,10.1158/0008-5472.CAN-06-4763,Q40124716,"['Q51196796', 'Q63647398']"
0000-0002-2512-3942,nan,10.1016/S0027-5107(00)00031-2,Q74000663,['Q63647398']
0000-0002-2512-3942,nan,10.1158/1078-0432.CCR-16-2131,Q38949376,"['Q51196796', 'Q63647398']"
0000-0002-6542-4942,nan,10.3109/17549507.2014.987820,Q61469941,"['Q45935753', 'Q57056112']"
0000-0002-6542-4942,nan,10.1080/09638288.2016.1231848,Q38975215,"['Q48324771', 'Q57056112']"
0000-0002-6542-4942,nan,10.1097/MPG.0000000000001256,Q38843013,"['Q48324771', 'Q57056112']"
0000-0002-6542-4942,nan,10.3109/17549507.2015.1010581,Q41236101,"['Q48324771', 'Q57056112', 'Q59679345']"
0000-0002-6542-4942,nan,10.1044/2016_AJSLP-15-0043,Q38954050,['Q57056112']
0000-0002-6542-4942,nan,10.3109/17549507.2015.1025846,Q50571905,"['Q48324771', 'Q57056112', 'Q85385136']"
0000-0002-7125-0942,nan,10.1063/1.4948415,Q59839905,"['Q59834811', 'Q59843463', 'Q59843477']"
0000-0003-3832-0942,nan,10.1109/ICALT.2004.1357610,Q58813611,['Q57259663']
0000-0003-3832-0942,nan,10.2147/CEOR.S147558,Q47165097,"['Q85943863', 'Q89629083', 'Q89629080']"
0000-0002-4993-4942,nan,10.1007/978-3-642-39238-2_20,Q59289306,
0000-0002-4993-4942,nan,10.1007/978-3-642-21708-1_6,Q59289352,
0000-0002-4993-4942,nan,10.1117/12.721495,Q59289435,
0000-0002-4993-4942,nan,10.1260/1756-8293.2.1.1,Q59289383,
0000-0002-4993-4942,nan,10.1007/978-3-642-02728-4_13,Q59289396,
0000-0002-4993-4942,nan,10.1145/2503859.2503865,Q59289316,
0000-0002-4993-4942,nan,10.1109/SSRR.2012.6523914,Q59289336,
0000-0002-4993-4942,nan,10.1007/978-3-540-73335-5_56,Q59289445,
0000-0002-4993-4942,nan,10.1109/INEC.2011.5991659,Q59289356,
0000-0002-4993-4942,nan,10.3109/03091909009083051,Q52478323,
0000-0002-4993-4942,nan,10.1142/S2301385016500059,Q59289219,
0000-0002-4993-4942,nan,10.1007/978-3-642-02728-4_13,Q59289396,
0000-0002-4993-4942,nan,10.1080/14626260802037403,Q59289417,
0000-0002-4993-4942,nan,10.1007/978-3-642-02728-4_13,Q59289396,
0000-0002-4993-4942,nan,10.1109/INEC.2011.5991659,Q59289356,
0000-0002-4993-4942,nan,10.1007/978-3-642-02767-3_46,Q59289411,
0000-0002-4993-4942,nan,10.1177/1687814017693693,Q59289211,
0000-0002-4993-4942,nan,10.1007/978-3-540-73289-1_30,Q59289438,
0000-0002-4993-4942,nan,10.1155/2015/296029,Q59117908,
0000-0002-4993-4942,nan,10.1155/2014/383041,Q59046680,
0000-0002-4993-4942,nan,10.1155/2013/292485,Q58990208,
0000-0002-4993-4942,nan,10.1109/ICAR.1991.240503,Q59289507,
0000-0002-4993-4942,nan,10.1007/978-3-642-02767-3_46,Q59289411,
0000-0002-4993-4942,nan,10.1007/978-3-642-22095-1_66,Q59289373,
0000-0002-4993-4942,nan,10.1109/SSRR.2012.6523914,Q59289336,
0000-0002-4993-4942,nan,10.1007/978-3-642-22095-1_66,Q59289373,
0000-0002-4993-4942,nan,10.1260/1756-8293.2.1.1,Q59289383,
0000-0002-4993-4942,nan,10.1007/978-3-642-21741-8_59,Q59289362,
0000-0002-4993-4942,nan,10.1109/ISIE.2005.1529129,Q59289467,"['Q55113898', 'Q58865595', 'Q63390321', 'Q63390325']"
0000-0002-4993-4942,nan,10.1007/978-3-642-21741-8_52,Q59289369,
0000-0002-4993-4942,nan,10.1260/1756-8293.5.3.207,Q59289298,
0000-0002-4993-4942,nan,10.3109/03091909009083051,Q52478323,
0000-0002-4993-4942,nan,10.1155/2014/460848,Q59067367,
0000-0002-4993-4942,nan,10.1080/14626260902868012,Q59289392,
0000-0002-4993-4942,nan,10.1109/INDIN.2004.1417406,Q59289482,
0000-0002-4993-4942,nan,10.1145/2503859.2503865,Q59289316,
0000-0002-4993-4942,nan,10.1016/0928-4869(95)00010-Q,Q59289491,
0000-0002-4993-4942,nan,10.1007/978-3-642-21708-1_6,Q59289352,
0000-0002-4993-4942,nan,10.1007/978-3-642-39253-5_33,Q59289312,
0000-0002-4993-4942,nan,10.1260/1756-8293.2.1.1,Q59289383,
0000-0002-4993-4942,nan,10.1016/0928-4869(95)00010-Q,Q59289491,
0000-0002-4993-4942,nan,10.1109/ICASI.2017.7988103,Q59289203,
0000-0002-4993-4942,nan,10.1007/978-3-642-39238-2_20,Q59289306,
0000-0002-4993-4942,nan,10.1080/14626260902868012,Q59289392,
0000-0002-4993-4942,nan,10.1016/0957-4158(93)90003-K,Q59289494,
0000-0002-4993-4942,nan,10.1109/IROS.1993.583355,Q59289504,
0000-0002-4993-4942,nan,10.1016/0928-4869(95)00010-Q,Q59289491,
0000-0002-4993-4942,nan,10.1007/978-3-540-73279-2_116,Q59289452,
0000-0002-4993-4942,nan,10.1155/2015/451503,Q59113479,
0000-0002-4993-4942,nan,10.1177/1687814016640996,Q59289227,
0000-0002-4993-4942,nan,10.1007/978-3-642-21741-8_59,Q59289362,
0000-0002-4993-4942,nan,10.1155/2013/292485,Q58990208,
0000-0002-4993-4942,nan,10.1080/14626260802037403,Q59289417,
0000-0002-4993-4942,nan,10.1080/14626260802037403,Q59289417,
0000-0002-4993-4942,nan,10.1142/S2301385013400013,Q59289285,
0000-0002-4993-4942,nan,10.1109/ICSMC.1993.384779,Q59289500,
0000-0002-4993-4942,nan,10.1007/978-3-642-02767-3_46,Q59289411,
0000-0002-4993-4942,nan,10.1117/12.721495,Q59289435,
0000-0002-4993-4942,nan,10.1109/ICAMSE.2016.7840169,Q59289207,
0000-0002-4993-4942,nan,10.1117/12.721495,Q59289435,
0000-0002-4993-4942,nan,10.1109/ICUAS.2015.7152324,Q59289241,
0000-0002-4993-4942,nan,10.1260/1756-8293.5.3.207,Q59289298,
0000-0002-4993-4942,nan,10.1007/978-3-642-21708-1_6,Q59289352,
0000-0002-4993-4942,nan,10.1007/978-3-642-21741-8_52,Q59289369,
0000-0002-4993-4942,nan,10.1109/ICAR.1991.240503,Q59289507,
0000-0002-4993-4942,nan,10.1155/2015/451503,Q59113479,
0000-0002-4993-4942,nan,10.1016/0957-4158(93)90003-K,Q59289494,
0000-0002-4993-4942,nan,10.1007/978-3-540-73289-1_30,Q59289438,
0000-0002-4993-4942,nan,10.1155/2014/460848,Q59067367,
0000-0002-4993-4942,nan,10.1080/10584587.2013.808127,Q59289320,
0000-0002-4993-4942,nan,10.1109/ICUAS.2015.7152324,Q59289241,
0000-0002-4993-4942,nan,10.1155/2014/383041,Q59046680,
0000-0002-4993-4942,nan,10.1109/ICASI.2018.8394395,Q59289192,
0000-0002-4993-4942,nan,10.1108/EC-03-2014-0062,Q59289257,
0000-0002-4993-4942,nan,10.1145/2503859.2503865,Q59289316,
0000-0002-4993-4942,nan,10.1080/10584587.2013.808127,Q59289320,
0000-0002-4993-4942,nan,10.1080/03091900412331298898,Q36191546,['Q58010839']
0000-0002-4993-4942,nan,10.1007/978-3-642-22095-1_66,Q59289373,
0000-0002-4993-4942,nan,10.1007/978-3-540-73335-5_56,Q59289445,
0000-0002-4993-4942,nan,10.1007/978-3-642-39253-5_33,Q59289312,
0000-0002-4993-4942,nan,10.1007/978-3-319-96728-8_36,Q59289188,
0000-0002-4993-4942,nan,10.1177/1687814016640996,Q59289227,
0000-0001-8366-4942,nan,10.1017/S1479262112000433,Q58866896,
0000-0003-2741-0942,nan,10.1155/2019/2056085,Q92276536,"['Q51766214', 'Q53078504', 'Q73731303', 'Q84147825', 'Q89225071', 'Q91211733', 'Q92276532']"
0000-0001-8051-9942,nan,10.1109/TASL.2011.2170970,Q57895776,
0000-0001-8051-9942,nan,10.1109/TASL.2010.2040783,Q57895792,
0000-0002-4506-0942,nan,10.1155/2014/261409,Q34054471,"['Q41566262', 'Q87626565', 'Q87626568', 'Q87660864', 'Q87660875', 'Q87660872']"
0000-0002-4506-0942,nan,10.1155/2014/210851,Q37636358,"['Q41566262', 'Q87626566', 'Q87626567', 'Q87626565', 'Q87626568']"
0000-0002-4506-0942,nan,10.1155/2019/8423037,Q92406006,"['Q41566262', 'Q88269562', 'Q88269566']"
0000-0002-4506-0942,nan,10.1155/2014/261409,Q34054471,"['Q41566262', 'Q87626565', 'Q87626568', 'Q87660864', 'Q87660875', 'Q87660872']"
0000-0002-4506-0942,nan,10.1155/2018/3951783,Q60947633,"['Q41566262', 'Q89391335', 'Q90118771', 'Q90819024']"
0000-0002-4506-0942,nan,10.1155/2014/210851,Q37636358,"['Q41566262', 'Q87626566', 'Q87626567', 'Q87626565', 'Q87626568']"
0000-0002-4506-0942,nan,10.1155/2017/8572509,Q37637793,"['Q41566262', 'Q87626566', 'Q89391330', 'Q89391335', 'Q89391332']"
0000-0002-4506-0942,nan,10.1155/2019/3502460,Q64102030,"['Q41566262', 'Q88269562', 'Q88269566', 'Q90729578']"
0000-0002-4506-0942,nan,10.1155/2014/210851,Q37636358,"['Q41566262', 'Q87626566', 'Q87626567', 'Q87626565', 'Q87626568']"
0000-0002-4506-0942,nan,10.1155/2015/235265,Q35078698,['Q41566262']
0000-0002-4506-0942,nan,10.1155/2018/6180810,Q55031300,"['Q41566262', 'Q88269562', 'Q88269566', 'Q88269564']"
0000-0002-4506-0942,nan,10.2147/DDDT.S153927,Q55064262,['Q41566262']
0000-0003-0243-2942,nan,10.1530/REP-16-0342,Q46467966,['Q82920848']
0000-0003-0243-2942,nan,10.3109/13685538.2013.789159,Q38099884,
0000-0003-0243-2942,nan,10.3275/8996,Q53104691,['Q38641501']
0000-0003-0243-2942,nan,10.3109/13685538.2013.789159,Q38099884,
0000-0003-0243-2942,nan,10.4103/1008-682X.131064,Q34433294,['Q64954808']
0000-0003-0243-2942,nan,10.1177/0394632015572748,Q87008166,"['Q38641501', 'Q64954808', 'Q82920848']"
0000-0003-0243-2942,nan,10.1155/2014/372060,Q41833330,"['Q38641501', 'Q64954797', 'Q64954808', 'Q82920848', 'Q89781351', 'Q90724485']"
0000-0003-0243-2942,nan,10.4103/1008-682X.155539,Q40953235,"['Q64954808', 'Q82920848']"
0000-0003-0243-2942,nan,10.3275/7224,Q84618171,['Q82920848']
0000-0003-0243-2942,nan,10.3275/7224,Q84618171,['Q82920848']
0000-0003-0243-2942,nan,10.3109/13685538.2010.550661,Q83309966,"['Q64954808', 'Q82920848']"
0000-0003-0243-2942,nan,10.3275/8950,Q43796606,"['Q38641501', 'Q64954808', 'Q71826242', 'Q82920848', 'Q85982391']"
0000-0003-0243-2942,nan,10.3275/8950,Q43796606,"['Q38641501', 'Q64954808', 'Q71826242', 'Q82920848', 'Q85982391']"
0000-0003-0243-2942,nan,10.4103/1008-682X.155539,Q40953235,"['Q64954808', 'Q82920848']"
0000-0003-0243-2942,nan,10.1155/2014/915752,Q34441446,"['Q38641501', 'Q64954808', 'Q82920848']"
0000-0003-0243-2942,nan,10.4103/1008-682X.125911,Q34419004,"['Q64954808', 'Q82920848']"
0000-0003-0243-2942,nan,10.3109/13685538.2010.550661,Q83309966,"['Q64954808', 'Q82920848']"
0000-0003-0243-2942,nan,10.3109/13685538.2010.544344,Q58255084,"['Q64954808', 'Q82920848']"
0000-0003-0243-2942,nan,10.3109/13685538.2010.544344,Q58255084,"['Q64954808', 'Q82920848']"
0000-0003-0243-2942,nan,10.1155/2014/372060,Q41833330,"['Q38641501', 'Q64954797', 'Q64954808', 'Q82920848', 'Q89781351', 'Q90724485']"
0000-0003-0243-2942,nan,10.3109/13685538.2013.789159,Q38099884,
0000-0003-0243-2942,nan,10.1155/2016/9174609,Q37836215,"['Q38641501', 'Q61159991', 'Q64954808', 'Q82920848', 'Q84358336', 'Q89996347']"
0000-0003-0243-2942,nan,10.1177/0394632015572748,Q87008166,"['Q38641501', 'Q64954808', 'Q82920848']"
0000-0003-0243-2942,nan,10.3275/8658,Q85264492,"['Q64954808', 'Q82920848']"
0000-0003-4244-2942,nan,10.1071/ZO11037,Q59650698,['Q29109811']
0000-0003-4244-2942,nan,10.1071/MU04039,Q55867076,
0000-0003-4244-2942,nan,10.1071/ZO14031,Q57379224,['Q66476196']
0000-0003-4244-2942,nan,10.1186/2041-2223-4-18,Q28661274,['Q30505106']
0000-0003-4244-2942,nan,10.1071/WR13005,Q57018489,
0000-0003-4244-2942,nan,10.1038/35055536,Q28202097,"['Q18763976', 'Q28320577', 'Q30505106']"
0000-0003-4244-2942,nan,10.1016/S0169-5347(97)01102-6,Q33794414,['Q30505106']
0000-0003-4244-2942,nan,10.1071/MU16061,Q57195367,['Q2428157']
0000-0003-4244-2942,nan,10.1071/MU04039,Q55867076,
0000-0003-4244-2942,nan,10.1071/MU14076,Q59650678,['Q52368893']
0000-0003-4244-2942,nan,10.1071/MU14076,Q59650678,['Q52368893']
0000-0003-4244-2942,nan,10.1071/ZO14030,Q59650682,
0000-0003-4244-2942,nan,10.1071/ZO14030,Q59650682,
0000-0003-4244-2942,nan,10.1554/05-560.1,Q59650723,['Q30505106']
0000-0003-4244-2942,nan,10.1080/01584197.2017.1292404,Q56446174,
0000-0003-4244-2942,nan,10.1186/2041-2223-4-26,Q28660887,"['Q18763976', 'Q30505106', 'Q50797312', 'Q58893816']"
0000-0003-4244-2942,nan,10.1071/WR13005,Q57018489,
0000-0003-4244-2942,nan,10.1071/ZO14031,Q57379224,['Q66476196']
0000-0003-4244-2942,nan,10.1080/01584197.2017.1292404,Q56446174,
0000-0003-4244-2942,nan,10.1071/ZO13074,Q57018483,
0000-0003-4244-2942,nan,10.1186/2041-2223-4-18,Q28661274,['Q30505106']
0000-0003-4244-2942,nan,10.1186/2041-2223-4-26,Q28660887,"['Q18763976', 'Q30505106', 'Q50797312', 'Q58893816']"
0000-0003-4244-2942,nan,10.1071/MU16061,Q57195367,['Q2428157']
0000-0003-4244-2942,nan,10.1071/ZO9950443,Q64004475,
0000-0003-4244-2942,nan,10.1080/00450618.2011.583278,Q56224878,['Q30505106']
0000-0003-4244-2942,nan,10.1111/1365-2664.12809,Q60242773,"['Q21395622', 'Q40063384']"
0000-0003-4244-2942,nan,10.1071/ZO13074,Q57018483,
0000-0003-4244-2942,nan,10.1016/S1871-0069(06)02012-X,Q59650720,
0000-0003-4244-2942,nan,10.1111/1365-2664.12809,Q60242773,"['Q21395622', 'Q40063384']"
0000-0003-4244-2942,nan,10.1016/S1871-0069(06)02012-X,Q59650720,
0000-0003-4244-2942,nan,10.1080/01584197.2017.1313685,Q56609093,['Q54284151']
0000-0003-4244-2942,nan,10.1080/01584197.2017.1313685,Q56609093,['Q54284151']
0000-0003-4244-2942,nan,10.1071/ZO11037,Q59650698,['Q29109811']
0000-0003-4244-2942,nan,10.1007/978-1-4939-3185-9_13,Q64004473,
0000-0003-4244-2942,nan,10.1080/00450618.2011.583278,Q56224878,['Q30505106']
0000-0003-4244-2942,nan,10.1071/ZO9930001,Q64004476,
0000-0002-4088-4942,nan,10.1117/12.2001073,Q57353696,
0000-0002-4088-4942,nan,10.1039/C7NR05065H,Q47608694,"['Q59440805', 'Q59539793', 'Q59539797', 'Q88936628']"
0000-0002-4088-4942,nan,10.1007/978-94-017-7478-9_11,Q62271070,
0000-0002-4088-4942,nan,10.1063/1.4809645,Q62271083,
0000-0002-4088-4942,nan,10.1117/12.2023586,Q62271085,['Q59423049']
0000-0002-4088-4942,nan,10.1039/C8NR09458F,Q62125258,"['Q43045466', 'Q44075673', 'Q59539793', 'Q59539797', 'Q88385432', 'Q88963769', 'Q90228404', 'Q91574942']"
0000-0002-4088-4942,nan,10.1039/C9NR03161H,Q92786594,"['Q43045466', 'Q44075673', 'Q47105978', 'Q59539793', 'Q59539797', 'Q88963769', 'Q90228404']"
0000-0002-4088-4942,nan,10.1134/S0030400X12060136,Q57353866,['Q59423049']
0000-0002-4088-4942,nan,10.1117/12.2051529,Q62271077,
0000-0002-4088-4942,nan,10.1117/1.OE.55.1.017104,Q57353692,
0000-0002-4088-4942,nan,10.1117/12.2023025,Q57353708,
0000-0002-4088-4942,nan,10.1364/JOT.80.000642,Q57354314,['Q59423049']
0000-0002-4088-4942,nan,10.1088/0957-4484/22/45/455201,Q62271100,"['Q43045466', 'Q59423049', 'Q59426423', 'Q59441766', 'Q59539797']"
0000-0002-4088-4942,nan,10.1088/0957-4484/24/33/335701,Q62271086,"['Q43045466', 'Q59423049', 'Q59426423', 'Q59441766', 'Q59539797']"
0000-0003-3399-2942,nan,10.1155/2014/620580,Q59100556,"['Q39064715', 'Q41636094', 'Q51146512', 'Q83455235', 'Q83455232']"
0000-0003-3399-2942,nan,10.1155/2014/620580,Q59100556,"['Q39064715', 'Q41636094', 'Q51146512', 'Q83455235', 'Q83455232']"
